year,comb_2020,comb_2050_ssp1,comb_2050_ssp2,comb_2050_ssp3,comb_2050_ssp5,comb_2080_ssp1,comb_2080_ssp2,comb_2080_ssp3,comb_2080_ssp5,fluvial_2020,fluvial_2050_ssp1,fluvial_2050_ssp2,fluvial_2050_ssp3,fluvial_2050_ssp5,fluvial_2080_ssp1,fluvial_2080_ssp2,fluvial_2080_ssp3,fluvial_2080_ssp5,pluvial_2020,pluvial_2050_ssp1,pluvial_2050_ssp2,pluvial_2050_ssp3,pluvial_2050_ssp5,pluvial_2080_ssp1,pluvial_2080_ssp2,pluvial_2080_ssp3,pluvial_2080_ssp5
2005,2.430330342752648,2.5944867874607307,2.691700001170837,2.7004317269531812,2.8430499147314805,2.6678332840324277,2.8814695081737978,3.1183903344014214,3.3919844089148934,0.12282627600498414,0.11176609001401401,0.10594493949245079,0.10536282444029446,0.10187013412735652,0.10827339970107608,0.10128801907520019,0.08557091266697944,0.052390354694069045,2.430330342752648,2.5944867874607307,2.691700001170837,2.7004317269531812,2.8430499147314805,2.6678332840324277,2.8814695081737978,3.1183903344014214,3.3919844089148934
2006,2.490870308176906,2.6573552130936138,2.756896887012345,2.765628612794689,2.9117394908859264,2.731865939769623,2.9519054294847127,3.1981400965468376,3.4804658968426545,0.12515473621360942,0.1140945502226393,0.10827339970107608,0.10769128464891975,0.1041985943359818,0.11060185990970137,0.10361647928382547,0.08615302771913577,0.05297246974622537,2.490870308176906,2.6573552130936138,2.756896887012345,2.765628612794689,2.9117394908859264,2.731865939769623,2.9519054294847127,3.1981400965468376,3.4804658968426545
2007,2.5712021853744784,2.7382692053433426,2.8424677996793246,2.851781640513825,2.999056748709375,2.8156905072801335,3.039222687308161,3.290696389839693,3.5741864202398226,0.12515473621360942,0.1140945502226393,0.10827339970107608,0.10769128464891975,0.1041985943359818,0.11060185990970137,0.10361647928382547,0.08615302771913577,0.05297246974622537,2.5712021853744784,2.7382692053433426,2.8424677996793246,2.851781640513825,2.999056748709375,2.8156905072801335,3.039222687308161,3.290696389839693,3.5741864202398226
2008,2.61369658418189,2.780181489098598,2.8855443135388925,2.894858154373393,3.044461722777568,2.858184906087545,3.0846276613763544,3.3366834789600426,3.621919854516641,0.12515473621360942,0.1140945502226393,0.10827339970107608,0.10769128464891975,0.1041985943359818,0.11060185990970137,0.10361647928382547,0.08615302771913577,0.05297246974622537,2.61369658418189,2.780181489098598,2.8855443135388925,2.894858154373393,3.044461722777568,2.858184906087545,3.0846276613763544,3.3366834789600426,3.621919854516641
2009,2.7586432321688146,2.9257102521376788,3.041551147516787,3.0508649883512873,3.204543362120557,3.0124453949089705,3.2452914157714994,3.50491472903322,3.800047060476476,0.13388646199595428,0.12107993084851518,0.11525878032695196,0.11467666527479563,0.11118397496185768,0.11758724053557724,0.11060185990970135,0.09255629329285532,0.05646516005916331,2.7586432321688146,2.9257102521376788,3.041551147516787,3.0508649883512873,3.204543362120557,3.0124453949089705,3.2452914157714994,3.50491472903322,3.800047060476476
2010,2.8919475791126126,3.066582094759509,3.187079910555868,3.196393751390368,3.354146930524732,3.1568099278437387,3.396059214279987,3.669071173741303,3.97992061159278,0.14611087809123705,0.13097588673517266,0.12340839105714048,0.12282627600498415,0.1193335856920462,0.1269010813700784,0.11875147063988988,0.10012378897088751,0.062286310580726534,2.8919475791126126,3.066582094759509,3.187079910555868,3.196393751390368,3.354146930524732,3.1568099278437387,3.396059214279987,3.669071173741303,3.97992061159278
2011,2.9891607928227186,3.1667058837303967,3.290114274787537,3.2994281156220375,3.460673985069339,3.259844292075408,3.50316838387675,3.783165723963942,4.102746887597764,0.14843933829986233,0.13330434694379795,0.12573685126576578,0.12515473621360945,0.12166204590067149,0.1292295415787037,0.12107993084851516,0.1024522491795128,0.06461477078935182,2.9891607928227186,3.1667058837303967,3.290114274787537,3.2994281156220375,3.460673985069339,3.259844292075408,3.50316838387675,3.783165723963942,4.102746887597764
2012,3.065999979707353,3.2476198759801256,3.374520957350204,3.3838347981847043,3.550901818153569,3.3436688595859185,3.5939783320131364,3.8809610527262044,4.212766632455309,0.15076779850848762,0.13563280715242323,0.12806531147439107,0.12748319642223474,0.12399050610929678,0.131558001787329,0.12340839105714045,0.10419859433598178,0.06519688584150815,3.065999979707353,3.2476198759801256,3.374520957350204,3.3838347981847043,3.550901818153569,3.3436688595859185,3.5939783320131364,3.8809610527262044,4.212766632455309
2013,3.107330148410452,3.2889500446832245,3.4170153561576155,3.426329196992116,3.595724677169606,3.38616325839333,3.6393833060813296,3.9292766020551793,4.2721423677752535,0.15251414366495658,0.13621492220457956,0.1286474265265474,0.12806531147439107,0.12457262116145311,0.13214011683948532,0.12399050610929678,0.10419859433598178,0.06519688584150815,3.107330148410452,3.2889500446832245,3.4170153561576155,3.426329196992116,3.595724677169606,3.38616325839333,3.6393833060813296,3.9292766020551793,4.2721423677752535
2014,3.1620489633131466,3.3459973197945443,3.476973206529717,3.4862870473642174,3.659175217854645,3.4461211087654315,3.702833846766369,3.9950556029488435,4.3437425191904815,0.15775317913436349,0.1397076125175175,0.1309758867351727,0.13039377168301636,0.1269010813700784,0.13563280715242326,0.12573685126576575,0.1047807093881381,0.06519688584150815,3.1620489633131466,3.3459973197945443,3.476973206529717,3.4862870473642174,3.659175217854645,3.4461211087654315,3.702833846766369,3.9950556029488435,4.3437425191904815
2015,3.2912785048918503,3.482212241999124,3.6178450491515473,3.6271588899860476,3.8116893615196012,3.585246606230793,3.8553479904313255,4.156301472396145,4.512555884315815,0.16706701996886464,0.14785722324770603,0.13854338241320488,0.13796126736104855,0.13388646199595428,0.14378241788261178,0.13272223189164162,0.11176609001401398,0.06868957615444608,3.2912785048918503,3.482212241999124,3.6178450491515473,3.6271588899860476,3.8116893615196012,3.585246606230793,3.8553479904313255,4.156301472396145,4.512555884315815
